Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT02710162,Early P1,ALS,21,Baseline,The Penetration-aspiration scale will be used to measure swallowing function; The IOPI will be used to measure Lingual strength and endurance; The oral pneumatograph will be used to measure voluntary cough function; The nebulizer with cough protocol will be used to measure reflexive cough; Global disease progression as confirmed by the ALS Functional Rating Scale-Revised (ALSFRS-R); Participant perception of swallowing impairment as confirmed by Swallowing Quality of Life Questionnaire (SWAL-QOL); Dietary intake as confirmed by Functional Oral Intake Scale (FOIS); Participant perception of swallowing related symptoms as confirmed by The Eating Assessment Tool 10 (EAT-10); Participant perception of communication abilities as confirmed by Communication Effectiveness Survey; Bulbar function confirmed by the Center for Neurologic Studies Bulbar Function Scale (CNS-BFS),,2016,2017; Completed,,,
,NCT02183519,P1/P2,PD,44,1-2 hours,Peak Expiratory Flow Rate,,2014,2017; Completed,,,
pramipexole,NCT02994719,,"HD, CBD, MSA, PSP, PD",120,"through study completion, an average of 1 year",Gait speed; Swing duration; Stance duration; Cadence; Stride length,,2016,"2020; Active, not recruiting",,,
,NCT01673724,P4,PD,121,24 w,K-NMSS; K-MADRS; UPDRS I/II/III; K-PDQ39,,2012,2017; Completed,,,
,NCT01470859,N/A,PD,30,"twice, at 10 w(V2) and 1 year(V5)","Patients With Clinical Improvement as Evaluated by Global Impression Scale (CGI).; Hoehn&Yahr (H&Y) Staging; Parkinson's Disease Questionnaire (PDQ39); Unified Parkinson's Disease Rating Score (UPDRS II, III); Longitudinal Change of Brain Network Activity",,2011,2015; Completed,,,
,NCT00321854,P4,PD,535,Month 6,Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 6; Clinically Significant Abnormalities in Vital Signs; Clinically Significant Abnormalities in Clinical Laboratory Measurements - Substrates; Clinically Significant Abnormalities in Clinical Laboratory Measurements - Enzymes; Clinically Significant Abnormalities in Clinical Laboratory Measurements - Haematology and Electrolytes; Percentage Change From Baseline in the Striatum Uptake at Month 15; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 15; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 12; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 9; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 6; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 1; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 15; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 12; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 9; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 6; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 1; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 15; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 12; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 9; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 1; Change From Baseline in the European Quality of Life Visual Analogue Scale (EUROQOL (EQ) VAS) Score at Month 9; Change From Baseline in the European Quality of Life Visual Analogue Scale (EUROQOL (EQ) VAS) Score at Month 15; Change From Baseline in the European Quality of Life Scale (EUROQOL (EQ)-5D) Overall Index Score at Month 9; Change From Baseline in the European Quality of Life Scale (EUROQOL (EQ)-5D) Overall Index Score at Month 15; Change From Baseline in the Parkinson's Disease Questionnaire-39 (PDQ-39) Overall Index Score at Month 9; Change From Baseline in the Parkinson's Disease Questionnaire-39 (PDQ-39) Overall Index Score at Month 15; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 3; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 6; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 9; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 15; Change From Baseline in Blinded Rater Assessment of Clinical Global Impressions of Severity of Illness (CGI-S) Category at Month 15; Number of Responders Using the Blinded Rater Assessment of Clinical Global Impressions of Global Improvement (CGI-I) Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Part I Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Part II Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Part III Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Parts II+III Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 15; Change From Baseline in the Blinded Rater Unified Parkinson's Disease Rating Scale (UPDRS) Total Score at Month 15,,2006,2014; Completed,,,
,NCT01361009,,PD,2017,12 w,The Dosage Related Information of Pramipexole at the End of Study; The Dosage Related Information of Pramipexole at Baseline; Patient Global Impression(PGI) at Visit 1(Baseline) and Visit 3(at the End of Study); Incidence of AE/SAE,,2011,2014; Completed,,,
,NCT00903838,P2,PD,37,16 w,"Change from baseline to endpoint in ON-time without dyskinesia; Change from baseline in ON-time with (troublesome) dyskinesia; OFF-time; UDysRS, UPDRS (part II + III during ON and OFF state) and Part 4",,2009,2011; Terminated,,,
entacapone,NCT02994719,,"HD, CBD, MSA, PSP, PD",120,"through study completion, an average of 1 year",Gait speed; Swing duration; Stance duration; Cadence; Stride length,,2016,"2020; Active, not recruiting",,,
,NCT03103399,P2,PD,254,8 w,"Change from baseline in absolute ""off"" time (time with poor mobility or complete immobility) at Visit V7; Proportion of ""off"" time responders; Proportion of ""on"" time responders",,2017,2017; Completed,,,
,NCT00373087,P4,PD,60,at the end of the study during the last hospitalization,L-dopa efficacy duration on UPDRS motor scale during an acute L-dopa test; Pharmacokinetics of L-dopa and its metabolites,,2006,2010; Completed,,,
,NCT00906828,P4,PD,10,3 d,Difference in coefficient of variation of levodopa in plasma between baseline (day 1) and each of the days on COMT inhibitors.; Difference in Treatment Response Scale between the treatments.,,2009,2010; Completed,,,
tolcapone,NCT02994719,,"HD, CBD, MSA, PSP, PD",120,"through study completion, an average of 1 year",Gait speed; Swing duration; Stance duration; Cadence; Stride length,,2016,"2020; Active, not recruiting",,,
,NCT00906828,P4,PD,10,3 d,Difference in coefficient of variation of levodopa in plasma between baseline (day 1) and each of the days on COMT inhibitors.; Difference in Treatment Response Scale between the treatments.,,2009,2010; Completed,,,
RVT-101 35 mg,NCT02910102,P2,"DLB, AD, PD",38,"Baseline, 2 w",Change in Gait Measurements (cm/Sec) Under Dual Task Condition From Baseline to the End of Each Double-blind Treatment Period Based on Computerized Gait Assessment Tools.; Change From Baseline in Gait Speed (cm/Sec) Measurements From Baseline to the End of Each Double-blind Treatment Period Based on Computerized Gait Assessment Tools.,,2016,2020; Completed,,,
,NCT02669433,P2,DLB,484,Change from Baseline at 24 w,Clinician's Interview-Based Impression of Change Plus Caregiver Input (CIBIC+) Change From Baseline at Week 24; Alzheimer's Disease Assessment Scale - Cognitive Subscale 11 Items (ADAS-Cog-11) Change From Baseline at Week 24; Unified Parkinson's Disease Rating Scale-Part III (UPDRS-III) Change From Baseline at Week 24,,2016,2019; Completed,,,
,NCT02928445,P2/P3,DLB,240,24 w,"Incidence of adverse events and changes in physical examinations, vital sign measurements, electrocardiograms (ECGs), and clinical laboratory assessments",,2016,2018; Terminated,,,
Rivastigmine transdermal patch,NCT03840837,P4,PD,100,Data analysis will be completed within 6 m of completing study enrollment.,Timed-Up-and-Go (TUG) duration [s]; NeuroTrax Executive Function score,,2019,2020; Recruiting,,,
,NCT00731224,P4,AD,380,During 24 w,"Proportion of patients who can reach the target rivastigmine patch size of 10 cm2 and stay on it for at least 8 weeks.; Mini-Mental State Examination (MMSE), Alzheimer's Disease Cooperative Study - Activities of Daily Living (ADCS-ADL), Global Deterioration Scale (GDS), caregiver burden (Zarit Burden Interview).; Patient compliance (drug accounting)",,2008,2017; Completed,,,
,NCT01529619,P4,AD,52,Week 24,"Change From Baseline in the Alzheimer's Disease Assessment Scale - Japan Cognitive Subscale (ADAS-J cog); Adverse Events, Serious Adverse Events, Adverse event leading to discontinuation of study drug; Change From Baseline in Disability Assessment for Dementia (DAD); Change From Baseline in Mini-Mental State Examination (MMSE); Change From Baseline in Japanese version of the Clinical global impression of change (J-CGIC); Change From Baseline in Modified Crichton Scale; Formulation usability questionnaire",,2012,2016; Completed,,,
,NCT00423085,P3,AD,859,Extension Phase Baseline and Week 52 of extension phase,Extension Phase: Change From Extension Phase Baseline to End of Extension in Modified Crichton Scale; Extension Phase: Change From Extension Phase Baseline to End of Extension in CIBIC Plus-J Score Disability Assessment for Dementia (DAD); Extension Phase: Change From Extension Phase Baseline to End of Extension in Mini-Mental State Examination (MMSE); Change From Baseline in Mini-Mental State Examination (MMSE); Change From Baseline in CIBIC Plus-J Score Mental Function Impairment Scale (MENFIS); Change From Baseline in CIBIC Plus-J Score Behavioral Pathology in Alzheimer's Disease Rating Scale (Behave-AD); Change From Baseline in CIBIC Plus-J Score Disability Assessment for Dementia (DAD); Overall Clinical Rating of Change From Baseline to Week 24 Measured by the Clinician's Interview-Based Impression of Change Plus - Japan (CIBIC Plus-J); Change From Baseline in the Alzheimer's Disease Assessment Scale - Japan Cognitive Subscale (ADAS-J Cog),,2007,2014; Completed,,,
,NCT00623103,P3,PD,583,"From Baseline to Week 8, 16, 24, 52 and 76 (or early discontinuation)","UPDRS Part V Stage (Modified Hoehn and Yahr Staging)at Baseline, Week 8,16,24,52 and 76 (or Early Discontinuation); Change in Alzheimer's Disease Cooperative Study-Activities Of Daily Living (ADCS-ADL) Scores at Weeks 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Change in Neuropsychiatric Inventory-10 (NPI-10) Scores at Weeks 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Change in Ten Point Clock Test (TPCT) Scores at Weeks 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Change in Mattis Dementia Rating Scale (Mattis DRS-2) Scores at Weeks 16, 24, 52 and 76 Compared to Baseline; Change in Unified Parkinson Disease Rating Scale (UPDRS) Part III Motor Examination Scores at Weeks 8, 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Percentage of Participants With Study Drug Discontinuations Due to Predefined AEs That Are Due, or Potentially Due, to Worsening of PD Motor Symptoms (Tremor, Muscle Rigidity, Bradykinesia, Fall); Percentage of Participants With Adverse Events (AEs) Due, or Potentially Due, to Worsening of Parkinson Disease (PD) Motor Symptoms (Tremor, Muscle Rigidity, Bradykinesia, Fall)",,2008,2011; Completed,,,
,NCT00622713,P4,AD,228,Baseline to week 24,Mean Change From Baseline to Week 24 in the Mini-Zarit Inventory Score; Mean Change From Baseline to Week 24 in the Mini-Mental State Examination (MMSE) Score; Mean Change From Baseline to Week 24 in the 4-item Instrumental Activities of Daily Living (4-IADL) Score; Clinical Global Impression of Change (CGI-C) by Physician; Percentage of Patients Who Achieved and Maintained the Maximum Dose of 10 cm^2 Rivastigmine Patch for at Least 8 Weeks During 24 Weeks Study,,2008,2011; Completed,,,
,NCT01025466,P4,AD,206,from baseline to end-point,Change from baseline at week 16 in Frontal Assessment Battery; Retention rate at week 16 after randomization; Change from baseline at week 16 in Alzheimer's Disease Assessment Scale-Cognitive subscale; Change from baseline at week 16 in Mini-Mental State Examination; Change from baseline at week 16 in Alzheimer's Disease Cooperative Study - Activities of Daily Living; Change from baseline at week 16 in Caregiver-Administered Neuropsychiatric Inventory; Change from baseline at week 16 in Cohen Mansfield Agitation Inventory; Change from baseline at week 16 in Clinical Dementia Rating Scale-Sum of Boxes; Safety,,2009,2010; Completed,,,
TPI-287 6.3 mg/m2,NCT02133846,P1,"CBD, PSP",44,Screening and 2 Weeks after last infusion,CSF biomarkers; Maximum tolerated dose of TPI-287 in patients with primary 4RT; CBS or PSP.; TPI-287 levels in blood plasma and cerebrospinal fluid; Brain MRI scan; Degree of disability; Cognition; Behavior,,2014,2020; Completed,,,
,NCT01966666,P1,AD,29,up to 20 w post initial dosing,Maximum tolerated dose of TPI-287; TPI-287 levels in blood plasma and cerebrospinal fluid; CSF biomarkers of Alzheimer's disease; Brain MRI scan; Cognition; Degree of disability; Behavior; Number of participants with adverse events as a measure of safety and tolerability of extended administration of TPI-287,,2013,2020; Completed,,,
TPI-287 20 mg/m2,NCT02133846,P1,"CBD, PSP",44,Screening and 2 Weeks after last infusion,CSF biomarkers; Maximum tolerated dose of TPI-287 in patients with primary 4RT; CBS or PSP.; TPI-287 levels in blood plasma and cerebrospinal fluid; Brain MRI scan; Degree of disability; Cognition; Behavior,,2014,2020; Completed,,,
,NCT01966666,P1,AD,29,up to 20 w post initial dosing,Maximum tolerated dose of TPI-287; TPI-287 levels in blood plasma and cerebrospinal fluid; CSF biomarkers of Alzheimer's disease; Brain MRI scan; Cognition; Degree of disability; Behavior; Number of participants with adverse events as a measure of safety and tolerability of extended administration of TPI-287,,2013,2020; Completed,,,
Olanzapine,NCT04341467,N/A,AD,76,"baseline, Week 2,4, and 8",Changes of neuropsychiatric inventory（NPI）scores; Changes of Clinical global impression-Severity of Illness (CGI-SI) score; Changes of Clinical global impression- global improvement (CGI-GI); Changes of Mini-Mental State Examination(MMSE) scores.; Changes of Caregiver Burden Inventory (CBI) scores; Treatment Emergent Symptom Scale (TESS); Rating scale for extrapyramidal side effects (RSESE); Abnormal Involuntary Movement Scale (AIMS),,2020,2020; Not yet recruiting,,,
,NCT00245206,P4,AD,406,"Measured at baseline, Week 6, Week 12, Week 24, Week 36, Week 48, Week 60, Week 72, Week 84, Week 96","Change in Body Mass Index; Change in Fasting Plasma Glucose (FPG); Change in LDL cholesterol, HDL cholesterol, and triglycerides",,2005,2018; Completed,,,
,NCT00632645,P3,HD,180,"at 3, 6, 9 and 12 month",the Independence scale; motor scale; Psychiatric scale; cognitive function scale; metabolic parameters; tolerance; cost; Function scale (TFC and Functionnal Appreciation Scale),,2008,2018; Completed,,,
,NCT00015548,N/A,AD,450,,,,2001,2015; Completed,,,
,NCT00876772,P2/P3,ALS,40,1 month,Number of patients who have completed treatment with OLN in combination with RIL in comparison with placebo treatment in combination with RIL; Body Mass Index (BMI) measured in body weight [kg]/(body length [m])2; Number of patients with a BMI <18.5 kg/m2; Median daily oral food intake in [kcal] which will be determined retrospectively and anamnestically by composing a dietary protocol and by conducting a standardized interview; Median daily energy balance [kcal] (difference between actual food intake and target food intake)determined retrospectively and anamnestically by composing a dietary protocol and by conducting a standardized interview; Self-evaluation of appetite by using the Council on Nutrition appetite questionnaire (CNAQ); Number and severity of adverse events (AE) and severe adverse events (SAE),,2009,2011; Unknown status,,,
Insulin glulisine,NCT02503501,P2,"AD, MCI",49,Baseline and 6 m,Change in Functional Performance as Measured by the Functional Activities Questionnaire (FAQ); Change in Functional Performance as Measured by the Clinical Dementia Rating (CDR) Scale; Change in Cognition as Measured by the Alzheimer's Disease Assessment Scale - Cognitive 13 (ADAS-Cog 13),,2015,2020; Terminated,,,
,NCT01436045,P2,AD,12,20 minutes post-intranasal administration,Trails B - Errors; Trails B - Seconds; Olfactory Function; Cognitive Performance,,2011,2015; Completed,,,
Apidra,NCT02503501,P2,"AD, MCI",49,Baseline and 6 m,Change in Functional Performance as Measured by the Functional Activities Questionnaire (FAQ); Change in Functional Performance as Measured by the Clinical Dementia Rating (CDR) Scale; Change in Cognition as Measured by the Alzheimer's Disease Assessment Scale - Cognitive 13 (ADAS-Cog 13),,2015,2020; Terminated,,,
,NCT01436045,P2,AD,12,20 minutes post-intranasal administration,Trails B - Errors; Trails B - Seconds; Olfactory Function; Cognitive Performance,,2011,2015; Completed,,,
deferiprone,NCT02880033,N/A,"ALS, PD",90,12 m,hydroxyl radical measured; adenosine triphosphate production measured by seahorse; oxygen consumption measured by seahorse; free reactive iron (ferrous iron); lipid peroxidation measured by Fluorescence-activated cell sorting,,2016,2020; Completed,,,
,NCT00943748,P2/P3,PD,40,6 m,"Decrease the iron overload (as measured by the T2* MRI sequence) in the substantia nigra in patients with Parkinson's disease (PD) after 6 months of deferiprone treatment, relative to the placebo group.; Other radiological criteria: Modification of T2* in MRI of the caudal nucleus head, putamen and pallidum; Parkinsonian syndrome: UPDRS III; Cognitive and behavioral functions: function, attention (simple and choice reaction times), drowsiness and sleep (Epworth scale, Parkinson Disease Sleep Scale), depression (MADRS).; The Clinical Global Impression scored by the examiner and the patient; Specific biochemistry screen: heavy metal profile, oxidative stress and dopamine metabolism; Complete blood count (CBC) with weekly leukocyte counts, standard blood biochemistry profile, blood iron profile, ECG, blood pressure, bodyweight, adverse event reporting.; Ancillary study involving analysis of the cerebrospinal fluid (CSF).",,2009,2012; Completed,,,
FERRIPROX,NCT02880033,N/A,"ALS, PD",90,12 m,hydroxyl radical measured; adenosine triphosphate production measured by seahorse; oxygen consumption measured by seahorse; free reactive iron (ferrous iron); lipid peroxidation measured by Fluorescence-activated cell sorting,,2016,2020; Completed,,,
,NCT00943748,P2/P3,PD,40,6 m,"Decrease the iron overload (as measured by the T2* MRI sequence) in the substantia nigra in patients with Parkinson's disease (PD) after 6 months of deferiprone treatment, relative to the placebo group.; Other radiological criteria: Modification of T2* in MRI of the caudal nucleus head, putamen and pallidum; Parkinsonian syndrome: UPDRS III; Cognitive and behavioral functions: function, attention (simple and choice reaction times), drowsiness and sleep (Epworth scale, Parkinson Disease Sleep Scale), depression (MADRS).; The Clinical Global Impression scored by the examiner and the patient; Specific biochemistry screen: heavy metal profile, oxidative stress and dopamine metabolism; Complete blood count (CBC) with weekly leukocyte counts, standard blood biochemistry profile, blood iron profile, ECG, blood pressure, bodyweight, adverse event reporting.; Ancillary study involving analysis of the cerebrospinal fluid (CSF).",,2009,2012; Completed,,,
Cu(II)ATSM,NCT04313166,P2,ALS,70,24 w,Treatment-related changes in disease severity; Treatment-related changes in cognitive function; Treatment-related changed in respiratory function; Treatment tolerance,,2020,2020; Recruiting,,,
,NCT02870634,P1,ALS,50,24 m,"recommended phase 2 dose as determined by the number of participants at each dose level with dose limiting toxicities; Treatment-related change in disease severity by ALS Functional Rating Scale - Revised (ALSFRS-R); Treatment-related change in cognitive function by Edinburgh Cognitive and Behavioral Assessment (ECAS) score; Treatment-related change in respiratory function by seated forced vital capacity (FCV); Treatment-related change in quality of life by ALSSQOL-R score; Treatment-related change in disease severity by transcranial magnetic stimulation (TMS) response; Peak Cu(II)ATSM plasma concentration following administration of a single dose based on blood draws taken at 1, 2, 4, 8 and 24 hours after dosing; Area under the Cu(II)ATSM plasma concentration versus time curve (AUC) following administration of a single dose based on blood draws taken at 1, 2, 4, 8 and 24 hours after dosing; Treatment-related change in respiratory function by sniff nasal pressure (SNP) test",,2016,2020; Completed,,,
,NCT03204929,P1,PD,31,6 m,Treatment-related changes in constipation; Recommended phase 2 dose; Treatment-related changes in disease severity; Treatment-related changes in motor function; Treatment-related changes in cognitive function; Treatment-related changes in quality of life,,2017,2020; Completed,,,
,NCT04082832,P2/P3,ALS,80,24 w,rate of adverse events; Revised ALS Functional Rating Scale (ALSFRS-R) total score (range: 48 [best] to 0 [worst]); Edinburgh Cognitive and Behavioral Amyotrophic Lateral Sclerosis Screen (ECAS) total score (range: 136 [best] to 0 [worst]); seated slow vital capacity (SVC),,2019,2019; Recruiting,,,
,NCT03136809,P1/P2,ALS,28,24 m,Tolerance of extended treatment; Treatment-related change in disease severity by ALS Functional Rating Scale - Revised (ALSFRS-R); Treatment-related change in cognitive function by Edinburgh Cognitive and Behavioral Assessment (ECAS) score; Treatment-related change in respiratory function by seated forced vital capacity (FVC); Treatment-related change in quality of life by ALSSQOL-R score; Treatment-related change in respiratory function by sniff nasal pressure (SNP) test,,2017,"2019; Active, not recruiting",,,
diacetylbis(N(4)-methylthiosemicarbazonato) copper(II),NCT04313166,P2,ALS,70,24 w,Treatment-related changes in disease severity; Treatment-related changes in cognitive function; Treatment-related changed in respiratory function; Treatment tolerance,,2020,2020; Recruiting,,,
,NCT02870634,P1,ALS,50,24 m,"recommended phase 2 dose as determined by the number of participants at each dose level with dose limiting toxicities; Treatment-related change in disease severity by ALS Functional Rating Scale - Revised (ALSFRS-R); Treatment-related change in cognitive function by Edinburgh Cognitive and Behavioral Assessment (ECAS) score; Treatment-related change in respiratory function by seated forced vital capacity (FCV); Treatment-related change in quality of life by ALSSQOL-R score; Treatment-related change in disease severity by transcranial magnetic stimulation (TMS) response; Peak Cu(II)ATSM plasma concentration following administration of a single dose based on blood draws taken at 1, 2, 4, 8 and 24 hours after dosing; Area under the Cu(II)ATSM plasma concentration versus time curve (AUC) following administration of a single dose based on blood draws taken at 1, 2, 4, 8 and 24 hours after dosing; Treatment-related change in respiratory function by sniff nasal pressure (SNP) test",,2016,2020; Completed,,,
,NCT03204929,P1,PD,31,6 m,Treatment-related changes in constipation; Recommended phase 2 dose; Treatment-related changes in disease severity; Treatment-related changes in motor function; Treatment-related changes in cognitive function; Treatment-related changes in quality of life,,2017,2020; Completed,,,
,NCT03136809,P1/P2,ALS,28,24 m,Tolerance of extended treatment; Treatment-related change in disease severity by ALS Functional Rating Scale - Revised (ALSFRS-R); Treatment-related change in cognitive function by Edinburgh Cognitive and Behavioral Assessment (ECAS) score; Treatment-related change in respiratory function by seated forced vital capacity (FVC); Treatment-related change in quality of life by ALSSQOL-R score; Treatment-related change in respiratory function by sniff nasal pressure (SNP) test,,2017,"2019; Active, not recruiting",,,
Celecoxib,NCT00065169,N/A,AD,138,,,,2003,2020; Completed,,,
,NCT00355576,P2,ALS,86,Up to 6 m from the start of treatment,"ALS Functional Rating Scale Revised (ALSFRS-R) completed monthly during trial.; Forced Vital Capacity, Quality of Life, Timed Get Up and Go performed monthly. Survival and measures of safety throughout the trial.",,2006,2011; Completed,,,
Toviaz,NCT02240459,P2,MCI,47,1 and 4h post last dose of study drug,continuity of attention; cognitive function,,2014,2020; Completed,,,
,NCT02385500,P4,PD,5,10 w and 20 w,Urgency episodes; Micturitions; Urgency urinary incontinence episodes; Severe urgency episodes; Nocturnal micturitions; Incontinence pads used; Patient's severity of overactive bladder symptoms as measured by OAB-Q score; Patient's perception of his bladder condition as measured by PPBC score; Patient's urgency perception as measured by the UPS score; Cognitive ability as measured by the MOCA score; Nocturnal sleep disturbances measured by Parkinson's Disease Sleep Scale; Safety of fesoterodine in Parkinson's Disease population,,2015,2019; Terminated,,,
Resveratrol,NCT02336633,N/A,HD,102,1 year,ratio of inorganic phosphate/phosphocreatine; rate of caudate atrophy; UHDRS (Unified Huntington Disease Rating Scale); TFC (Total Functional Capacity),,2015,2020; Completed,,,
,NCT01504854,P2,AD,119,Baseline and Week 52,Change From Baseline in Volumetric Magnetic Resonance Imaging (MRI); Comparison of the Response to Treatment of Resveratrol Based on ApoE Genotype; Change in Alzheimer's Disease Cooperative Study-Activities of Daily Living (ADCS-ADL); Number of Adverse Events; Change From Baseline in Cerebrospinal Fluid Amyloid β40 Concentration at 52 Weeks,,2012,2016; Completed,,,
Ebixa,NCT01458470,P2,HD,19,24 w,Utility of TRACK-HD study endpoints in a clinical trial setting; Neuropsychiatric and Cognitive Test Scores,,2011,2020; Completed,,,
,NCT01849042,P4,AD,188,six m,AQ-WAB(Western aphasia battery); ROSA (Relevant Outcome Scale for Alzheimer's Disease); SIB-short form,,2013,2014; Unknown status,,,
,NCT00594737,P3,FTDLD,17,6 m,"Metabolic activity in frontal and temporal lobes.; Behavioural inventories, UPDRS Motor scale.",,2008,2012; Completed,,,
Trazodone,NCT02655354,N/A,MCI,635,"Baseline, 3-month, 6-month, 12-month",Change from Baseline PTSD Checklist Civilian Over the Course of a Year; Change from Baseline Patient Health Questionnaire 9 item Depression Scale Over the Course of a Year; Change from Baseline Alcohol Use Disorders Identification Over the Course of a Year; Change from Baseline Short Form (SF)-12/36 Physical Function Over the Course of a Year; Patient Health Questionnaire Item 9 Suicide Question; Trauma Survivors Outcomes and Support (TSOS) Drug Use Items; Cognitive Impairment Scale; Brief Pain Inventory; SF-36 Quality of Life; TSOS Patient Satisfaction Questions,,2016,2019; Completed,,,
,NCT01142258,P3,AD,40,"Baseline, 14 d follow-up",Change of baseline in behavioral variables (BAHAVE-AD scale); Proportion of subjects who gained at least 30 minutes in total nighttime sleep; Change from Baseline in Clinical Dementia Rating; Change from Baseline in cognitive function (Digit Symbol Substitution Test); Change from Baseline in Nighttime Total Sleep Time; Change from Baseline in Nighttime Wake After Sleep Onset; Change from Baseline in Nighttime Number Of Awakenings; Change from Baseline in Daytime Total Sleep Time; Change from Baseline in Number of Daytime Naps; change in cognitive function (as measured by the Mini-Mental State Examination); Change in activities of daily living (The index of ADL - Katz),,2010,2012; Completed,,,
Mirtazapine,NCT02655354,N/A,MCI,635,"Baseline, 3-month, 6-month, 12-month",Change from Baseline PTSD Checklist Civilian Over the Course of a Year; Change from Baseline Patient Health Questionnaire 9 item Depression Scale Over the Course of a Year; Change from Baseline Alcohol Use Disorders Identification Over the Course of a Year; Change from Baseline Short Form (SF)-12/36 Physical Function Over the Course of a Year; Patient Health Questionnaire Item 9 Suicide Question; Trauma Survivors Outcomes and Support (TSOS) Drug Use Items; Cognitive Impairment Scale; Brief Pain Inventory; SF-36 Quality of Life; TSOS Patient Satisfaction Questions,,2016,2019; Completed,,,
,NCT01867775,P3,AD,30,"Baseline, 14 d follow-up",Change From Baseline in Number of Daytime Naps; Change in Cognitive Function (as Measured by the Mini-Mental State Examination); Change in Activities of Daily Living (The Index of ADL - Katz); Change of Baseline in Behavioral Variables (BAHAVE-AD Scale); Change From Baseline in Cognitive Function (Digit Symbol Substitution Test); Change From Baseline in in Daytime Total Sleep Time; Change From Baseline in Nighttime Total Sleep Time; Change From Baseline in Nighttime Number Of Awakenings; Change From Baseline in Nighttime Wake After Sleep Onset,,2013,2013; Unknown status,,,
Duloxetine,NCT02655354,N/A,MCI,635,"Baseline, 3-month, 6-month, 12-month",Change from Baseline PTSD Checklist Civilian Over the Course of a Year; Change from Baseline Patient Health Questionnaire 9 item Depression Scale Over the Course of a Year; Change from Baseline Alcohol Use Disorders Identification Over the Course of a Year; Change from Baseline Short Form (SF)-12/36 Physical Function Over the Course of a Year; Patient Health Questionnaire Item 9 Suicide Question; Trauma Survivors Outcomes and Support (TSOS) Drug Use Items; Cognitive Impairment Scale; Brief Pain Inventory; SF-36 Quality of Life; TSOS Patient Satisfaction Questions,,2016,2019; Completed,,,
