Table 9.  All Intervention Matches in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,,
,NCT02509611,N/A,PD,20,"4 w, 8 w, and 12 w",Redox status; Motor function; Cognitive function; Mood; Sleep quality; Physical activity level; Quality of Life; Yoga feasibility; Yoga acceptability; Yoga program fidelity,,2015,2018; Completed,,,,
,NCT02902510,N/A,PD,30,"baseline, 8 w (post-intervention), and for individuals in the WLC at the end of the 8-week waiting period",Change in Movement Disorders Society-Sponsored Revision of the Unified Parkinson's Disease Rating Scale at 8 weeks; Change in Mini BESTest at 8 weeks; Change in Functional Gait Assessment at 8 weeks; Change in Freezing of Gait Questionnaire at 8 weeks; Change in Parkinson's Fatigue Scale at 8 weeks; Change in Activity Balance Confidence Scale at 8 weeks; Change in Activity Constraints Scale at 8 weeks; Change in Parkinson's Disease Questionnaire (PDQ-8) at 8 weeks,,2016,2016; Completed,,,,
Olive oil,NCT03824197,N/A,AD,30,6 m,Effect of olive oil on the BBB intactness; Effect of olive oil on the brain activity; Cognitive function,,2019,"2020; Active, not recruiting",,,delete,
,NCT03926351,P2,MCI,40,Baseline to 24 w,Cognitive function; Blood PBMC betaAmyloid mid-domain assay; CSF betaAmyloid 1-42; CSF TAU; CSF Phospho-TAU; MRI ASL; MRI WML; MRI DTI,,2019,2019; Recruiting,,,,
atomoxetine,NCT01340885,P4,PD,9,6 w,Daytime Sleepiness; Depression; Fatigue; Stroop Color Word Test; Quality of Life; Attention Network Effects,,2011,2020; Completed,,,drug,
,NCT00368849,P2,HD,20,There are two time points for this measure: baseline and after 4 w of treatment,Unified Huntington Disease Rating Scale (UHDRS) Total Motor Score; Symptom Checklist-90-Revised (SCL-90-R); Executive Composite Score; Attention Composite Score; Conners' Adult Attention Rating Scale (CAARS),,2006,2012; Completed,,,,
Strattera,NCT01340885,P4,PD,9,6 w,Daytime Sleepiness; Depression; Fatigue; Stroop Color Word Test; Quality of Life; Attention Network Effects,,2011,2020; Completed,,,drug,
,NCT01522404,P2,MCI,39,"Baseline, Week 29 and Week 58",Change in FluoroDeoxyGlucose (FDG) Uptake in Participants With Mild Cognitive Impairment (MCI) Treated With Atomoxetine / Inactive Compound Compared to Participants Treated With Inactive Compound / Atomoxetine; Rate of Cerebral Blood Flow in Subjects With Mild Cognitive Impairment MCI Treated With Atomoxetine / Inactive Compound Compared to Participants Treated With Inactive Compound / Atomoxetine; Number of Participants That Drop Out of the Study Among the Participants Treated With Atomoxetine When Compared to the Participants Treated With Inactive Compound (Placebo); Number of All Adverse Events Among the Participants With Mild Cognitive Impairment (MCI) Treated With Atomoxetine Compared to the Participants Treated With Placebo/Inactive Compound; Change in Mean Level of Thymus-Expressed Chemokine (TECK) in Cerebrospinal Fluid (CSF) in Participants With Mild Cognitive Impairment (MCI) Treated With Atomoxetine / Inactive Compound Compared to Participants Treated With Inactive Compound / Atomoxetine; Change in Interleukin 1 (IL 1-alpha) in Cerebrospinal Fluid (CSF) in Subjects With Mild Cognitive Impairment (MCI) Treated With Atomoxetine/Inactive Compound Compared to Subjects Treated With Inactive Compound / Atomoxetine,,2012,2019; Completed,,,,
,NCT01738191,P2,PD,30,change from baseline and 10 w,Change in WAIS-IV: Digit Span; Change in D-KEFS: Number-Letter Switching Time; Change in D-KEFS: Inhibition-Switching Time; Change in D-KEFS: Inhibition Time; Change in NAB: Part D; Change in NAB: Part A; Change in PASAT; The Global Statistical Test Combined Information on Change From Baseline on a Battery of Standardized Executive Function Tests,,2012,2018; Completed,,,,
,NCT00368849,P2,HD,20,There are two time points for this measure: baseline and after 4 w of treatment,Unified Huntington Disease Rating Scale (UHDRS) Total Motor Score; Symptom Checklist-90-Revised (SCL-90-R); Executive Composite Score; Attention Composite Score; Conners' Adult Attention Rating Scale (CAARS),,2006,2012; Completed,,,,
rivastigmine,NCT01340885,P4,PD,9,6 w,Daytime Sleepiness; Depression; Fatigue; Stroop Color Word Test; Quality of Life; Attention Network Effects,,2011,2020; Completed,,,drug,
,NCT02703636,P4,AD,118,"baseline, w 4, 8, 16, 24","Change in as Modified Crichton Scale Score From Baseline to Week 4, 8, 16 and 24; Formulation Usability Questionnaire Form Score up to Week 24; Change in J-CGIC Score From Baseline and at Week 24; Change in QOL-AD Score From Baseline to Week 24; Change in Neuropsychiatric Inventory - 10 Item (NPI-10) Score From Baseline to Week 8 and Week 24; Change From Baseline to Week 8 in Mini-Mental State Examination (MMSE) Total Score; MMSE Total Score: Change From Baseline to Week 8 and Week 24; MMSE Total Score: Change From Baseline to Week 8 and Week 24 (Full Analysis Set)",,2016,2019; Completed,,,,
,NCT00767091,P3,PD,40,6 m,"Measure on the scale : Lille Apathy Rating Scale (LARS); Cognitive, motor and behaviour assessment",,2008,2012; Completed,,,,
,NCT00627848,N/A,AD,20,at 6 month and 1 year,FMRI response in face recognition task; treatment response measured by ADAS-cog,,2008,2011; Completed,,,,
DFP,NCT03293069,P2/P3,ALS,240,"Baseline, at 12 m",CAFS score (Combined Assessment of Function and Survival); Changes in ALS Functional Rating Scale-Revised (ALSFRS-R) total score; All-cause and respiratory insufficiency mortality; Changes in muscle strength; Change in the slow vital capacity; Changes in body weight; Change in Quality of life; DSMIV criteria; Fronto-Temporal Dementia (FTD) criteria; Change in Montreal Cognitive Assessment (MoCA); Change in Edinburgh Cognitive and Behavioural Amyotrophic Lateral Sclerosis Screen (ECAS),,2017,2020; Recruiting,,,drug,
,NCT02728843,P2,PD,140,4 hours,"Score on the Part III subscale of the Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS); Total score on the MDS-UPDRS; Scores on the Part I, Part II, and Part IV subscales of the MDS-UPDRS; Combined scores from Parts II and III of the MDS-UPDRS; Score on the Montreal Cognitive Assessment (MoCA) test; Pharmacodynamics measures of oxidative stress biomarkers; Pharmacodynamics measures of inflammatory factor biomarkers; Time until need for rescue medication; Safety of deferiprone; Cmax for serum deferiprone and deferiprone 3-O-glucuronide; Tmax for serum deferiprone and deferiprone 3-O-glucuronide; AUC0-∞for Serum Deferiprone and Deferiprone 3-O-glucuronide",,2016,2019; Completed,,,,
carbidopa-levodopa,NCT04325503,P1/P2,PD,14,1-2 w,Gait Speed,,2020,2020; Recruiting,,,drug,
,NCT03929068,P1,ALS,15,"At screening, at 3 w (following first arm), and at 6 w (following second arm)",Visual Analog Scale - Change of spasticity severity from baseline with treatment and placebo; Visual Analog Scale - Change of pain severity from baseline with treatment and placebo; Visual Analog Scale - Change of muscle spasm severity from baseline with treatment and placebo; Strength; Spasticity; Upper extremity function; Lower extremity function:10-meter Walk Test; Lower extremity function: Timed Up and Go (TUG) Test,,2019,2020; Suspended,,,,
Polysomnography,NCT04441697,,PD,30,12 m after continous antiparkinsonian treatment,Mean sleep latency,,2020,2020; Recruiting,,,delete,biom
,NCT00743561,N/A,MSA,30,1 month,"Assessment of the association between sleep apnea and: severity of MSA (UMSARS), quality of life (MSA-Qol, SF-36), quality of sleep (PSQI) and depression (BDI).; Assessment of the association between the severity of sleep apnea and: severity of MSA (UMSARS), quality of life (MSA-Qol, SF-36), quality of sleep (PSQI) and depression (BDI).; Assessment of diurnal respiratory disturbances: 1. calculation of the AHI and the indices of obstructive and central respiratory events; description of all type of abnormal respiratory pattern.; Assessment of the performance of ambulatory polygraphy in the diagnosis of sleep apnea in comparison to polysomnography. Sensitivity, specificity, positive and negative predictive values, positive and negative likelihood ratios will be calculated.; Assessment of the performance of ambulatory polygraphy in the diagnosis of sleep apnea in comparison to polysomnography in two subgroups (high vs low risk for sleep apnea). Performances of the tests will be compared between the two sub-groups.; Assessment of the performance of ambulatory polygraphy in the diagnosis of sleep apnea in comparison to polysomnography for different AHI thresholds (ROC curve analysis).; Assessment of inter-rater variability by (i) calculating the intraclass correlation coefficient and its confidence interval (95%) for estimation of apnea/hypopnea index, and (ii) calculating kappa coefficient for SAOS diagnostic (dichotomous variable).; Assessment of the association between diurnal respiratory disturbances and: 1. the severity of MSA as measured by the UMSARS 2. the quality of life as measured by the MSA-QoL and SF-36",,2008,2012; Completed,,,,
Albutein 5%,NCT02479802,P2,ALS,13,During the Treatment Phase (24 w),"Percentage of Plasma Exchange Sessions Associated With One Adverse Event or Adverse Reaction, Including Clinically Significant Changes in Vital Signs or Lab Parameters; Changes From Baseline in Amyotrophic Lateral Sclerosis Assessment Questionnaire 40 (ALSA-Q40).; Motor Evoked Potential in Thenar and Hypothenar Eminence, and Anterior Tibialis Muscle; Changes From Baseline in ALS Cognitive Function Determined by the ALS-Cognitive Behavioral Screen (ALS-CBS) Test; Changes From Baseline in Percent Predicted Forced Vital Capacity (FVC); Changes From Baseline in the Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R)",,2015,2020; Completed,,,drug,
,NCT02872142,P2,ALS,12,Weeks -2 to 48,"Changes from baseline in the ALS Functional Rating Scale - Revised; Changes from baseline in forced vital capacity; Changes from baseline in cognitive function determined by the ALS - Cognitive Behavioral Screen test; Changes from baseline in the motor evoked potential in thenar and hypothenar eminence and anterior tibialis muscle determined by electromyography; Evaluation of quality of life using the ALS Assessment Questionnaire 40; Changes from baseline in plasma human apolipoproteins; Changes from baseline in cerebrospinal fluid human apolipoproteins; Changes from baseline in plasma beta-methylamino-L-alanine levels; Changes from baseline in cerebrospinal fluid beta-methylamino-L-alanine levels; Changes from baseline in absolute leukocyte count; Changes from baseline in plasma neurofilament analysis; Changes from baseline in cerebrospinal fluid neurofilament analysis; Percentage of PE sessions associated with at least one adverse reaction (AR); Percentage of PE sessions associated with at least one adverse event (AE), irrespective of causality; Incidence of all AEs",,2016,2020; Completed,,,drug,
,NCT00742417,P2,AD,42,End of study,"Variations in Hypoperfusion Based on Single Photon Emission Computed Tomography (SPECT); Magnetic Resonance Imaging (MRI) Structural Changes Variations Versus Baseline.; Change From Baseline to Week 44 in Cognitive, Functional and Neuropsychiatric Scores (ADCS-ADL, NPI, CDR-Sb and ADCS-CGIC).; Change From Baseline to Week 44 in Cognitive, Functional and Neuropsychiatric Scores (MMSE, ADAS-Cog, NPS Battery and CSDD); Aβ1-42 Plasma Levels Before and After Each Study Period (Innotest).; Aβ1-42 Plasma Levels Before and After Each Study Period (The Genetics Company).; Aβ1-40 Plasma Levels Before and After Each Study Period (The Genetics Company).; P-Tau and Tau CSF Levels Throughout the Study.; Change From Baseline in Aβ1-42 Cerebrospinal Fluid (CSF) Levels.",,2008,2016; Completed,,,drug,
Study Drug,NCT03507790,P2,AD,120,210 Days,Number of study participants with treatment related adverse events and serious adverse events,,2018,"2020; Active, not recruiting",,,delete,drug
,NCT03493282,P1/P2,AD,23,Up to 30 w,Number of study participants with treatment related adverse events and serious adverse events.; Changes in brain synaptic density over a six month period using the SV2A PET ligand 11C-UCB-J.,,2018,"2020; Active, not recruiting",,,drug,
,NCT03522129,P1,AD,18,48 hours,Measuring the displacement of Amyloid beta oligomers into cerebrospinal fluid (CSF),,2018,2020; Recruiting,,,drug,
,NCT03752294,P1,"AD, MCI",40,24-m,Evaluate dabigatran efficacy in MCI and mild AD population using changes in targeted plasma and CSF biomarker levels at 9 and 21 months; Demonstrate a reduction in decline of cognitive function related to physical functioning in placebo arm after crossing over to 12-months of active treatment; Changes in cognitive performance in placebo arm after cross-over to open-label treatment phase; Safety and tolerability of dabigatran in experimental population (MCI and mild AD populations) based on reported serious and adverse events; Evaluation of cognitive performance in placebo arm after cross-over to open-label treatment phase,,2018,2018; Not yet recruiting,,,drug,
,NCT02907567,P1/P2,AD,19,Up to 30 d,Incidence and review of Treatment Emergent Adverse Events,,2016,2018; Completed,,,drug,
,NCT01270711,,PD,22014,Year 2 (Year 2007),Percentage of Cabergoline Prescriptions for Dosages Greater Than 3 Milligram (mg) Per Day: Year 2; Prevalence of Valvular Fibrosis; Incidence of Valvular Fibrosis; Total Number of Echocardiography Examinations in Cabergoline Users; Percentage of Cabergoline Prescriptions for Dosages Greater Than 3 Milligram (mg) Per Day: Year 6; Percentage of Cabergoline Prescriptions for Dosages Greater Than 3 Milligram (mg) Per Day: Year 5; Percentage of Cabergoline Prescriptions for Dosages Greater Than 3 Milligram (mg) Per Day: Year 4; Percentage of Cabergoline Prescriptions for Dosages Greater Than 3 Milligram (mg) Per Day: Year 3; Percentage of Cabergoline Prescriptions for Dosages Greater Than 3 Milligram (mg) Per Day: Year 1; Number of Cabergoline Prescriptions by Database and Indication: Year 4; Percentage of Second-line Prescriptions of Cabergoline for Parkinson's Disease Indications: Year 6; Percentage of Second-line Prescriptions of Cabergoline for Parkinson's Disease Indications: Year 5; Percentage of Second-line Prescriptions of Cabergoline for Parkinson's Disease Indications: Year 4; Percentage of Second-line Prescriptions of Cabergoline for Parkinson's Disease Indications: Year 3; Percentage of Second-line Prescriptions of Cabergoline for Parkinson's Disease Indications: Year 2; Percentage of Second-line Prescriptions of Cabergoline for Parkinson's Disease Indications: Year 1; Number of Cabergoline Prescriptions by Database and Indication: Year 6; Number of Cabergoline Prescriptions by Database and Indication: Year 5; Number of Cabergoline Prescriptions by Database and Indication: Year 3; Number of Cabergoline Prescriptions by Database and Indication: Year 2; Number of Cabergoline Prescriptions by Database and Indication: Year 1,,2011,2014; Completed,,,drug,
Ferriprox,NCT01539837,P2,PD,22,6 m,Iron Concentrations in the Dentate Nucleus; Number of Participants With Serious Adverse Events,,2012,2020; Completed,,,drug,
,NCT02164253,P2,ALS,23,"V3, V9","Comparison of the progression of ALSFRS-R (Amyotrophic Lateral Sclerosis Functional Rating Scale ) score for 3 months without treatment (V0 to V3) in the period of the first three months under treatment (V3 to V6).; Evolution of Amyotrophic Lateral Sclerosis Functional Rating Scale; The proportion of patients who become non-self-sufficient after 12 months with the appearance of a sub scores ALSFRS-R less than or equal to 2 on swallowing, cut food using utensils or walk.; Number of patients with anemia at 12 months defined by a hemoglobin / dL Hb <12 g; Number of serious and non-serious adverse events; Progression of respiratory vital capacity tests; Values of R2 * in MRI; Oxidative stress markers analyzed blindly in blood and cerebrospinal fluid; No alteration of energy metabolism in aerobic and anaerobic blood and cerebrospinal fluid",,2014,2017; Completed,,,,
Effexor XR,NCT03274817,P1,AD,5,24 Months,MAC-Q total score; Z-score for the hippocampal region of interest in the theta band; Multivariate Z score for overall theta abnormality in the frontal and parieto-temporal regions;; Probability of deterioration from logistic regression predictive of future decline;; Z-score coherence (synchrony) between right central and parietal regions across all bands;; Mean frequency across the total EEG brain spectrum.; Metabolic reduction in the hippocampal formation (a region including the hippocampal subiculum and the entorhinal cortex) assessed bilaterally.; Brief Cognitive Rating Scale Axes I to V total scores; The Mini-Mental State Examination (MMSE) total scores,,2017,2020; Terminated,,,drug,
,NCT00086190,P3,PD,115,from the beginning (0 w) to end (12 w) of the double-blind phase,Change in Short Form 36 Health Survey - Mental Health; Change in Short Form 36 Health Survey - Role-Emotional; Change in Short Form 36 Health Survey - Vitality; Change in Short Form 36 Health Survey - Mental Component Summary; Change in Parkinson's Disease Questionnaire (PDQ) - 39 - Emotional Well-Being; Change in Parkinson's Disease Questionnaire (PDQ) - 39 - Overall; Change in Unified Parkinson's Disease Rating Scale (UPDRS) - Bulbar; Change in Unified Parkinson's Disease Rating Scale (UPDRS) - Tremor; Change in Unified Parkinson's Disease Rating Scale (UPDRS) - Motor; Change in Pittsburgh Sleep Quality Index (PSQI); Change in Snaith Clinical Anxiety Scale (CAS); Change in Unified Parkinson's Disease Rating Scale (UPDRS); Change in Brief Psychiatric Rating Scale (BPRS); Change in Geriatric Depression Rating Scale (GDS); Change in Beck Depression Inventory II (BDI-II); Change in Montgomery-Asberg Depression Rating Scale (MADRS); Change in Hamilton Depression Rating Scale (HAM-D) Scores,,2004,2013; Completed,,,,
Lexapro,NCT03274817,P1,AD,5,24 Months,MAC-Q total score; Z-score for the hippocampal region of interest in the theta band; Multivariate Z score for overall theta abnormality in the frontal and parieto-temporal regions;; Probability of deterioration from logistic regression predictive of future decline;; Z-score coherence (synchrony) between right central and parietal regions across all bands;; Mean frequency across the total EEG brain spectrum.; Metabolic reduction in the hippocampal formation (a region including the hippocampal subiculum and the entorhinal cortex) assessed bilaterally.; Brief Cognitive Rating Scale Axes I to V total scores; The Mini-Mental State Examination (MMSE) total scores,,2017,2020; Terminated,,,drug,
,NCT01902004,P4,MCI,115,"Measured at 3, 6 m and 12 m",Number of Participants With Adverse Events; Change in Cognitive Domain Scores; Change in Montgomery Asberg Depression Rating Scale; Change in Hamilton Depression Rating Scale,,2013,2019; Completed,,,,
,NCT00965497,P3,ALS,13,8 w,McGill Quality of Life Scale (MQOL); Hamilton Depression Scale (HAM-D 17).,,2009,2019; Completed,,,,
,NCT01876823,P2/P3,"AD, MCI",60,"Baseline, Week 48",Conversion to Dementia Using Clinical Dementia Rating (CDR); Change in Clinical Global Impression - Cognitive Change; Change in Clinical Global Impression - Depression Change; Change in Treatment Emergent Side Effects (TESS); Change in 24-item HAMD; Change in Trails A; Change in Trails B; Change in Selective Reminding Test - Delayed Recall (SRT-DR); Change in Wechsler Memory Scale-III (WMS-III); Change in Selective Reminding Test - Total Immediate Recall (SRT-IR),,2013,2014; Completed,,,,
,NCT00702780,N/A,AD,74,52 w,% Change of Whole Brain Volume; % Change of Hippocampus Volume,,2008,2014; Completed,,,,
Simvastatin,NCT02787590,P2,PD,235,at 24 m,"Change in MDS-UPDRS part III (OFF) score; MDS-UPDRS total score in the practically defined ON state; MDS-UPDRS part II subscale score in the practically defined ON state; Timed motor tests - finger tapping and timed walk test (10MWT) in the OFF state, electromagnetic sensor (EMS) assessment in the OFF and ON state; Montgomery and Asberg Depression Rating Scale (MADRS); The Addenbrooke's Cognitive Assessment-III (ACE-III); Non-Motor Symptom assessment scale (NMSS); Parkinson's disease Questionnaire (PDQ-39); Changes in PD medication as measured by levodopa-equivalent dose (LED); Cholesterol levels (total, HDL, total/HDL ratio); King's PD pain scale (KPPS); EuroQoL 5D-5L health status questionnaire (EQ-5D-5L); Safety and tolerability of trial medication by adverse events (AEs) review.; Incidence of diabetes mellitus, using a glycated haemoglobin (HbA1c) level of 6.5% (48mmol/mol) as diagnostic of diabetes mellitus.",,2016,"2020; Active, not recruiting",,,drug,
,NCT00939822,P2,AD,88,Baseline and 18 m,Changes in CSF Total Tau (T-tau) and Phosphorylated Tau (P-tau) as Measured by xMAP; Changes in CSF Soluble Alpha Precursor Proteins (sAPP-alpha) and Soluble Beta Precursor Proteins (sAPP-beta) as Measured by Duplex; Changes in CSF Beta-amyloid-40 Levels as Measured by xMAP (Multi-Analyte Profiling) ); Changes in Cerebrospinal Fluid (CSF) Beta-amyloid-42 Levels Compared to Baseline as Measured by xMAP,,2009,2019; Completed,,,,
,NCT01439555,P2,AD,11,Baseline to week 16,Change in Cerebral Blood Flow as Measured by Arterial Spin Labeling During Magnetic Resonance Imaging (MRI); Mean Change in Cerebral Blood Flow as Measured by Magnetic Resonance Imaging (MRI); Clinical Interview Based Impression of Change + Caregiver Input (CIBIC Plus); Alzheimer's Disease Assessment Scale: Cognitive and Modified Version (ADAS-COG); Clinical Dementia Rating Scale (CDR); Cognitive Assessment Screening Test (CAST); Mini Mental State Examination (MMSE) Scores,,2011,2019; Completed,,,,
,NCT00486044,P2,AD,103,baseline and 9 m,Change in Inflammatory Markers; Changes in Cognitive Performance; Changes in Regional Cerebral Blood Flow on MRI; Change in Cerebrospinal Fluid (CSF) Beta-amyloid-42,,2007,2019; Completed,,,,
,NCT01142336,P4,AD,49,1-year change from baseline,Change From Baseline in CSF ptau181 at 1 Year; Change From Baseline in CSF Total Tau at 1 Year; Change From Baseline in Aβ42 in Cerebrospinal Fluid (CSF) at 1 Year,,2010,2017; Completed,,,,
Capsaicin,NCT03321019,,PD,260,4 year,Respiratory sensitivity; Urge to cough sensitivity; Penetration-aspiration scale; Cough peak flow rate; Swallowing timing,,2017,2020; Recruiting,,,drug,
,NCT02710110,Early P1,ALS,50,Changes from baseline to month 3,Maximum Expiratory Pressure will be measured between the groups for a change from baseline to month 3; Pulmonary function to measure the peak expiratory flow (PEF) will be measured between the groups for a change from baseline to month 3; Maximum Inspiratory Pressure will be measured between the groups for a change from baseline to month 3; Pulmonary function to measure the forced vital capacity (FVC) between the groups for a change from baseline to month 3; Sniff Nasal Inspiratory Pressure will be measured between the groups for a change from baseline to month 3; Pulmonary function to measure the forced expiratory volume (FEV1) will be measured between the groups for a change from baseline to month 3; The Penetration-aspiration scale will be used to measure swallowing function; Lingual strength will be measured between the groups for a change from baseline to month 3; Lingual endurance will be measured between the groups for a change from baseline to month 3; Voluntary cough function will be measured between the groups for a change from baseline to month 3; Reflexive cough will be measured between the groups for a change from baseline to month 3,,2016,2020; Completed,,,,
,NCT02710162,Early P1,ALS,21,Baseline,The Penetration-aspiration scale will be used to measure swallowing function; The IOPI will be used to measure Lingual strength and endurance; The oral pneumatograph will be used to measure voluntary cough function; The nebulizer with cough protocol will be used to measure reflexive cough; Global disease progression as confirmed by the ALS Functional Rating Scale-Revised (ALSFRS-R); Participant perception of swallowing impairment as confirmed by Swallowing Quality of Life Questionnaire (SWAL-QOL); Dietary intake as confirmed by Functional Oral Intake Scale (FOIS); Participant perception of swallowing related symptoms as confirmed by The Eating Assessment Tool 10 (EAT-10); Participant perception of communication abilities as confirmed by Communication Effectiveness Survey; Bulbar function confirmed by the Center for Neurologic Studies Bulbar Function Scale (CNS-BFS),,2016,2017; Completed,,,,
,NCT02183519,P1/P2,PD,44,1-2 hours,Peak Expiratory Flow Rate,,2014,2017; Completed,,,,
Intervention,NCT02849639,Early P1,AD,90,"change from baseline to end of study, an average of 1 year",Medication Appropriateness Index scale; Cognitive Reserve: Trail Making Test B with and without the scopolamine patch; Cognitive Reserve: Montreal Cognitive Assessment; Cognitive Reserve: California Verbal Learning test; Perceived Health Status,,2016,"2020; Active, not recruiting",,,behav,
,NCT04065854,N/A,MCI,368,12 m,"Disability Assessment in Dementia (DAD); Nottingham Extended ADL Scale; Falls Rate; Quality of Life; Mood or 'Affect'; Physical activity; Cognition; Time to first fall; Rate of fractures and injurious falls; Rate of hospital and care home admissions, and days spent in hospital; Carer strain; Carer health-related quality of life; Personality",,2019,2019; Recruiting,,,behav,
,NCT03308032,N/A,AD,120,At Week 1 and at Week 12,Change in Stress Level,,2017,2017; Unknown status,,,behav,
Sham transcranial direct current stimulation,NCT04046055,N/A,PD,7,"Through study completion, up to 6 m","Time to complete the fast 30 meter walk test; Distance walked in the 6 Minute Walk Test; Time to complete the Timed Up and Go test; Movement of the center of pressure (2D; forward-backward, left-right) while standing on a firm surface (force platform) for 1 minute; Movement of the center of pressure (2D; forward-backward, left-right) while standing on a foam surface (6 cm foam pad placed on top of force platform) for 1 minute; Movement of the center of pressure (1D; forward-backward) while standing on a firm surface for 1 minute; Movement of the center of pressure (1D; forward-backward) while standing on a foam surface for 1 minute; Movement of the center of pressure (1D; left-right) while standing on a firm surface for 1 minute; Movement of the center of pressure (1D; left-right) while standing on a foam surface for 1 minute",,2019,2020; Completed,,,device,
,NCT02999282,N/A,FTDLD,70,Baseline - 2 w - 3 m - 6 m,Change in SICI measurements from Baseline; Change in ICF measurements from Baseline; Change in LICI measurements from Baseline; Change in SICF measurements from Baseline; Change in MMSE scores from Baseline; Change in phonemic fluencies scores from Baseline; Change in semantic fluencies scores from Baseline; Change in digit span forward scores from Baseline; Change in digit span backward scores from Baseline; Change in camel and cactus test scores from Baseline; Change in TMTA scores from Baseline; Change in TMTB scores from Baseline; Change in Stroop test scores from Baseline; Change in Symbol Digit test scores from Baseline; Change in Block Design test scores from Baseline; Change in The modified EkmanFaces Test from Baseline,,2016,2020; Completed,,,,
pramipexole,NCT02994719,,"HD, CBD, MSA, PSP, PD",120,"through study completion, an average of 1 year",Gait speed; Swing duration; Stance duration; Cadence; Stride length,,2016,"2020; Active, not recruiting",,,drug,
,NCT01673724,P4,PD,121,24 w,K-NMSS; K-MADRS; UPDRS I/II/III; K-PDQ39,,2012,2017; Completed,,,,
,NCT01470859,N/A,PD,30,"twice, at 10 w(V2) and 1 year(V5)","Patients With Clinical Improvement as Evaluated by Global Impression Scale (CGI).; Hoehn&Yahr (H&Y) Staging; Parkinson's Disease Questionnaire (PDQ39); Unified Parkinson's Disease Rating Score (UPDRS II, III); Longitudinal Change of Brain Network Activity",,2011,2015; Completed,,,,
